Frame,Type,Event,Hero,Colour,Against,Player,Fight,roundID,Team1Round,Team2Round
22140,Kill Feed,Death,Lucio,Red,Reaper,KELLEX,6,487,Well,Well
22140,Kill Feed,Kill,Reaper,Blue,Lucio,SYCAMORE,6,487,Well,Well
22140,Kill Feed,Assist,Sombra,Blue,Lucio,SAUNA,6,487,Well,Well
22500,Status Bar,Ult Ready,D.Va,Red,,MOLFIG,6,487,Well,Well
23760,Status Bar,Ult Ready,Lucio,Blue,,KARRA,0,487,Well,Well
23940,Status Bar,Ult Ready,Reaper,Red,,SPARKR,0,487,Well,Well
24300,Status Bar,Ult Used,D.Va,Red,,MOLFIG,7,487,Well,Well
24360,Status Bar,Ult Ready,Winston,Blue,,WHITENOISE,7,487,Well,Well
24420,Status Bar,Ult Used,Winston,Blue,,WHITENOISE,7,487,Well,Well
24720,Kill Feed,Kill,Winston,Blue,Moira,WHITENOISE,7,487,Well,Well
24720,Kill Feed,Death,Moira,Red,Winston,RIPA,7,487,Well,Well
24960,Status Bar,Ult Ready,Lucio,Red,,KELLEX,7,487,Well,Well
25020,Kill Feed,Death,Winston,Red,Sombra,HADI,7,487,Well,Well
25020,Kill Feed,Assist,Lucio,Blue,Winston,KARRA,7,487,Well,Well
25020,Kill Feed,Kill,Sombra,Blue,Winston,SAUNA,7,487,Well,Well
25080,Status Bar,Ult Ready,Sombra,Red,,DANNEDD,7,487,Well,Well
26760,Status Bar,Ult Ready,Moira,Red,,RIPA,0,487,Well,Well
26940,Status Bar,Ult Used,Moira,Red,,RIPA,8,487,Well,Well
26940,Status Bar,Ult Used,Sombra,Red,,DANNEDD,8,487,Well,Well
27000,Kill Feed,Death,Moira,Blue,Reaper,SLAY,8,487,Well,Well
27000,Kill Feed,Kill,Reaper,Red,Moira,SPARKR,8,487,Well,Well
27000,Status Bar,Ult Used,Lucio,Blue,,KARRA,8,487,Well,Well
27120,Status Bar,Ult Used,Reaper,Red,,SPARKR,8,487,Well,Well
27120,Status Bar,Ult Ready,Moira,Blue,,SLAY,8,487,Well,Well
27480,Kill Feed,Death,Reaper,Blue,Lucio,SYCAMORE,8,487,Well,Well
27480,Status Bar,Ult Ready,Winston,Red,,HADI,8,487,Well,Well
27480,Kill Feed,Kill,Lucio,Red,Reaper,KELLEX,8,487,Well,Well
27540,Status Bar,Ult Used,D.Va,Blue,,XVESTOLA,8,487,Well,Well
27720,Status Bar,Ult Used,Winston,Red,,HADI,8,487,Well,Well
27780,Kill Feed,Kill,D.Va,Red,D.Va,MOLFIG,8,487,Well,Well
27780,Kill Feed,Death,D.Va,Blue,D.Va,XVESTOLA,8,487,Well,Well
28020,Kill Feed,Kill,Reaper,Red,Winston,SPARKR,8,487,Well,Well
28020,Kill Feed,Death,Winston,Blue,Reaper,WHITENOISE,8,487,Well,Well
28440,Status Bar,Swap,Hammond,Blue,,XVESTOLA,8,487,Well,Well
28500,Kill Feed,Death,Lucio,Blue,Winston,KARRA,8,487,Well,Well
28500,Kill Feed,Kill,Winston,Red,Lucio,HADI,8,487,Well,Well
28500,Status Bar,Ult Used,Moira,Blue,,SLAY,8,487,Well,Well
28500,Status Bar,Ult Ready,Reaper,Blue,,SYCAMORE,8,487,Well,Well
28560,Kill Feed,Assist,Lucio,Blue,Winston,KARRA,8,487,Well,Well
28560,Kill Feed,Death,Winston,Red,Reaper,HADI,8,487,Well,Well
28560,Kill Feed,Kill,Reaper,Blue,Winston,SYCAMORE,8,487,Well,Well
28980,Kill Feed,Kill,Reaper,Red,Moira,SPARKR,8,487,Well,Well
28980,Kill Feed,Death,Moira,Blue,Reaper,SLAY,8,487,Well,Well
28980,Status Bar,Ult Used,Lucio,Red,,KELLEX,8,487,Well,Well
29160,Kill Feed,Death,Reaper,Blue,Moira,SYCAMORE,8,487,Well,Well
29160,Kill Feed,Kill,Moira,Red,Reaper,RIPA,8,487,Well,Well
29160,Kill Feed,Assist,Lucio,Red,Reaper,KELLEX,8,487,Well,Well
29280,Kill Feed,Death,Sombra,Blue,Moira,SAUNA,8,487,Well,Well
29280,Kill Feed,Kill,Moira,Red,Sombra,RIPA,8,487,Well,Well
32040,Status Bar,Swap,D.Va,Blue,,XVESTOLA,0,487,Lighthouse,Lighthouse
32040,Status Bar,Swap,Sombra,Red,,DANNEDD,0,487,Lighthouse,Lighthouse
32040,Status Bar,Swap,Reaper,Red,,SPARKR,0,487,Lighthouse,Lighthouse
32040,Status Bar,Swap,D.Va,Red,,MOLFIG,0,487,Lighthouse,Lighthouse
32040,Status Bar,Swap,Winston,Red,,HADI,0,487,Lighthouse,Lighthouse
32040,Status Bar,Swap,Lucio,Blue,,KARRA,0,487,Lighthouse,Lighthouse
32040,Status Bar,Swap,Zenyatta,Blue,,SLAY,0,487,Lighthouse,Lighthouse
32040,Status Bar,Swap,Ashe,Blue,,SYCAMORE,0,487,Lighthouse,Lighthouse
32040,Status Bar,Swap,Symmetra,Blue,,SAUNA,0,487,Lighthouse,Lighthouse
32040,Status Bar,Swap,Moira,Red,,RIPA,0,487,Lighthouse,Lighthouse
32040,Status Bar,Swap,Winston,Blue,,WHITENOISE,0,487,Lighthouse,Lighthouse
32040,Status Bar,Swap,Lucio,Red,,KELLEX,0,487,Lighthouse,Lighthouse
32160,Status Bar,Swap,Mercy,Blue,,KARRA,0,487,Lighthouse,Lighthouse
32280,Status Bar,Swap,Tracer,Blue,,SAUNA,0,487,Lighthouse,Lighthouse
33600,Kill Feed,Death,Zenyatta,Blue,D.Va,SLAY,1,487,Lighthouse,Lighthouse
33600,Kill Feed,Kill,D.Va,Red,Zenyatta,MOLFIG,1,487,Lighthouse,Lighthouse
33600,Kill Feed,Assist,Lucio,Red,Zenyatta,KELLEX,1,487,Lighthouse,Lighthouse
34740,Kill Feed,Kill,D.Va,Red,Ashe,MOLFIG,2,487,Lighthouse,Lighthouse
34740,Kill Feed,Death,Ashe,Blue,D.Va,SYCAMORE,2,487,Lighthouse,Lighthouse
34740,Kill Feed,Assist,Lucio,Red,Ashe,KELLEX,2,487,Lighthouse,Lighthouse
34920,Kill Feed,Death,Mercy,Blue,D.Va,KARRA,2,487,Lighthouse,Lighthouse
34920,Kill Feed,Kill,D.Va,Red,Mercy,MOLFIG,2,487,Lighthouse,Lighthouse
35100,Kill Feed,Kill,Lucio,Red,D.Va,KELLEX,2,487,Lighthouse,Lighthouse
35100,Kill Feed,Death,D.Va,Blue,Lucio,XVESTOLA,2,487,Lighthouse,Lighthouse
36660,Status Bar,Ult Ready,Moira,Red,,RIPA,0,487,Lighthouse,Lighthouse
36780,Kill Feed,Death,Ashe,Blue,D.Va,SYCAMORE,3,487,Lighthouse,Lighthouse
36780,Kill Feed,Kill,D.Va,Red,Ashe,MOLFIG,3,487,Lighthouse,Lighthouse
36900,Status Bar,Ult Used,Moira,Red,,RIPA,3,487,Lighthouse,Lighthouse
37260,Kill Feed,Death,Zenyatta,Blue,D.Va,SLAY,3,487,Lighthouse,Lighthouse
37260,Kill Feed,Assist,Zenyatta,Red,Zenyatta,,3,487,Lighthouse,Lighthouse
37260,Kill Feed,Kill,D.Va,Red,Zenyatta,MOLFIG,3,487,Lighthouse,Lighthouse
37380,Kill Feed,Death,Mercy,Blue,Winston,KARRA,3,487,Lighthouse,Lighthouse
37380,Kill Feed,Kill,Winston,Red,Mercy,HADI,3,487,Lighthouse,Lighthouse
37500,Status Bar,Ult Ready,Tracer,Blue,,SAUNA,3,487,Lighthouse,Lighthouse
37620,Status Bar,Ult Ready,D.Va,Red,,MOLFIG,3,487,Lighthouse,Lighthouse
37920,Kill Feed,Death,D.Va,Blue,D.Va,XVESTOLA,3,487,Lighthouse,Lighthouse
37920,Kill Feed,Kill,D.Va,Red,D.Va,MOLFIG,3,487,Lighthouse,Lighthouse
39300,Status Bar,Ult Ready,Zenyatta,Blue,,SLAY,0,487,Lighthouse,Lighthouse
39900,Status Bar,Ult Ready,Winston,Red,,HADI,0,487,Lighthouse,Lighthouse
39900,Status Bar,Ult Ready,Mercy,Blue,,KARRA,0,487,Lighthouse,Lighthouse
39960,Kill Feed,Kill,D.Va,Red,Tracer,MOLFIG,4,487,Lighthouse,Lighthouse
39960,Kill Feed,Death,Tracer,Blue,D.Va,SAUNA,4,487,Lighthouse,Lighthouse
39960,Status Bar,Ult Used,Mercy,Blue,,KARRA,4,487,Lighthouse,Lighthouse
39960,Status Bar,Ult Used,Winston,Red,,HADI,4,487,Lighthouse,Lighthouse
40500,Status Bar,Ult Ready,Ashe,Blue,,SYCAMORE,4,487,Lighthouse,Lighthouse
40500,Status Bar,Ult Ready,Reaper,Red,,SPARKR,4,487,Lighthouse,Lighthouse
40620,Status Bar,Ult Ready,Sombra,Red,,DANNEDD,4,487,Lighthouse,Lighthouse
40860,Status Bar,Ult Used,Ashe,Blue,,SYCAMORE,5,487,Lighthouse,Lighthouse
40860,Status Bar,Ult Ready,Lucio,Red,,KELLEX,5,487,Lighthouse,Lighthouse
40980,Status Bar,Ult Used,Lucio,Red,,KELLEX,5,487,Lighthouse,Lighthouse
40980,Status Bar,Ult Ready,D.Va,Blue,,XVESTOLA,5,487,Lighthouse,Lighthouse
41100,Status Bar,Ult Used,Reaper,Red,,SPARKR,5,487,Lighthouse,Lighthouse
41100,Status Bar,Ult Used,Tracer,Blue,,SAUNA,5,487,Lighthouse,Lighthouse
41160,Kill Feed,Kill,Reaper,Red,Ashe,SPARKR,5,487,Lighthouse,Lighthouse
41160,Kill Feed,Death,Ashe,Blue,Reaper,SYCAMORE,5,487,Lighthouse,Lighthouse
41160,Status Bar,Ult Used,Zenyatta,Blue,,SLAY,5,487,Lighthouse,Lighthouse
41220,Status Bar,Ult Ready,Moira,Red,,RIPA,5,487,Lighthouse,Lighthouse
41340,Kill Feed,Death,Reaper,Red,Winston,SPARKR,5,487,Lighthouse,Lighthouse
41340,Kill Feed,Kill,Winston,Blue,Reaper,WHITENOISE,5,487,Lighthouse,Lighthouse
41340,Status Bar,Ult Used,Moira,Red,,RIPA,5,487,Lighthouse,Lighthouse
41400,Status Bar,Ult Used,D.Va,Red,,MOLFIG,5,487,Lighthouse,Lighthouse
41460,Kill Feed,Res,Ashe,Blue,Mercy,SYCAMORE,5,487,Lighthouse,Lighthouse
41460,Kill Feed,Res,Mercy,Blue,Ashe,KARRA,5,487,Lighthouse,Lighthouse
41460,Status Bar,Ult Used,Sombra,Red,,DANNEDD,5,487,Lighthouse,Lighthouse
41520,Kill Feed,Death,D.Va,Red,Ashe,MOLFIG,5,487,Lighthouse,Lighthouse
41520,Kill Feed,Kill,Ashe,Blue,D.Va,SYCAMORE,5,487,Lighthouse,Lighthouse
41640,Kill Feed,Kill,Ashe,Blue,Sombra,SYCAMORE,5,487,Lighthouse,Lighthouse
41640,Kill Feed,Death,Sombra,Red,Ashe,DANNEDD,5,487,Lighthouse,Lighthouse
41640,Kill Feed,Assist,Zenyatta,Blue,Sombra,SLAY,5,487,Lighthouse,Lighthouse
41700,Kill Feed,Death,Mercy,Blue,Moira,KARRA,5,487,Lighthouse,Lighthouse
41700,Kill Feed,Assist,Sombra,Red,Mercy,DANNEDD,5,487,Lighthouse,Lighthouse
41700,Kill Feed,Assist,Lucio,Red,Mercy,KELLEX,5,487,Lighthouse,Lighthouse
41700,Kill Feed,Kill,Moira,Red,Mercy,RIPA,5,487,Lighthouse,Lighthouse
41820,Kill Feed,Death,Winston,Red,Ashe,HADI,5,487,Lighthouse,Lighthouse
41820,Status Bar,Ult Ready,Winston,Blue,,WHITENOISE,5,487,Lighthouse,Lighthouse
41820,Kill Feed,Kill,Ashe,Blue,Winston,SYCAMORE,5,487,Lighthouse,Lighthouse
41940,Status Bar,Swap,Tracer,Red,,SPARKR,5,487,Lighthouse,Lighthouse
42180,Kill Feed,Kill,D.Va,Blue,Lucio,XVESTOLA,5,487,Lighthouse,Lighthouse
42180,Kill Feed,Death,Lucio,Red,D.Va,KELLEX,5,487,Lighthouse,Lighthouse
42300,Kill Feed,Death,Moira,Red,Zenyatta,RIPA,5,487,Lighthouse,Lighthouse
42300,Kill Feed,Kill,Zenyatta,Blue,Moira,SLAY,5,487,Lighthouse,Lighthouse
44280,Kill Feed,Assist,Lucio,Red,Zenyatta,KELLEX,6,487,Lighthouse,Lighthouse
44280,Kill Feed,Kill,Tracer,Red,Zenyatta,SPARKR,6,487,Lighthouse,Lighthouse
44280,Kill Feed,Death,Zenyatta,Blue,Tracer,SLAY,6,487,Lighthouse,Lighthouse
44460,Status Bar,Ult Used,Winston,Blue,,WHITENOISE,6,487,Lighthouse,Lighthouse
44580,Kill Feed,Death,Winston,Red,Winston,HADI,6,487,Lighthouse,Lighthouse
44580,Kill Feed,Assist,Zenyatta,Blue,Winston,SLAY,6,487,Lighthouse,Lighthouse
44580,Kill Feed,Kill,Winston,Blue,Winston,WHITENOISE,6,487,Lighthouse,Lighthouse
44880,Kill Feed,Kill,D.Va,Red,Ashe,MOLFIG,6,487,Lighthouse,Lighthouse
44880,Kill Feed,Death,Ashe,Blue,D.Va,SYCAMORE,6,487,Lighthouse,Lighthouse
44940,Kill Feed,Kill,Tracer,Red,Mercy,SPARKR,6,487,Lighthouse,Lighthouse
44940,Kill Feed,Death,Mercy,Blue,Tracer,KARRA,6,487,Lighthouse,Lighthouse
45240,Status Bar,Ult Used,D.Va,Blue,,XVESTOLA,6,487,Lighthouse,Lighthouse
45360,Kill Feed,Death,D.Va,Blue,Tracer,XVESTOLA,6,487,Lighthouse,Lighthouse
45360,Status Bar,Ult Ready,D.Va,Blue,,XVESTOLA,6,487,Lighthouse,Lighthouse
45360,Kill Feed,Kill,Tracer,Red,D.Va,SPARKR,6,487,Lighthouse,Lighthouse
45540,Kill Feed,Death,Winston,Blue,Moira,WHITENOISE,6,487,Lighthouse,Lighthouse
45540,Kill Feed,Kill,Moira,Red,Winston,RIPA,6,487,Lighthouse,Lighthouse
45540,Kill Feed,Assist,Lucio,Red,Winston,KELLEX,6,487,Lighthouse,Lighthouse
45900,Status Bar,Ult Used,D.Va,Blue,,XVESTOLA,6,487,Lighthouse,Lighthouse
45960,Status Bar,Ult Ready,D.Va,Blue,,XVESTOLA,6,487,Lighthouse,Lighthouse
46080,Status Bar,Ult Ready,Winston,Red,,HADI,6,487,Lighthouse,Lighthouse
46680,Status Bar,Ult Ready,Tracer,Blue,,SAUNA,6,487,Lighthouse,Lighthouse
46680,Status Bar,Ult Ready,Zenyatta,Blue,,SLAY,6,487,Lighthouse,Lighthouse
46860,Status Bar,Ult Ready,Tracer,Red,,SPARKR,0,487,Lighthouse,Lighthouse
47220,Kill Feed,Death,Winston,Blue,Tracer,WHITENOISE,7,487,Lighthouse,Lighthouse
47220,Kill Feed,Kill,Tracer,Red,Winston,SPARKR,7,487,Lighthouse,Lighthouse
47400,Kill Feed,Kill,Tracer,Blue,Moira,SAUNA,7,487,Lighthouse,Lighthouse
47400,Kill Feed,Death,Moira,Red,Tracer,RIPA,7,487,Lighthouse,Lighthouse
47460,Kill Feed,Kill,Winston,Red,Mercy,HADI,7,487,Lighthouse,Lighthouse
47460,Kill Feed,Death,Mercy,Blue,Winston,KARRA,7,487,Lighthouse,Lighthouse
47820,Status Bar,Ult Used,Zenyatta,Blue,,SLAY,7,487,Lighthouse,Lighthouse
47820,Status Bar,Ult Used,Winston,Red,,HADI,7,487,Lighthouse,Lighthouse
47820,Status Bar,Ult Used,Tracer,Red,,SPARKR,7,487,Lighthouse,Lighthouse
47820,Status Bar,Ult Used,D.Va,Blue,,XVESTOLA,7,487,Lighthouse,Lighthouse
47820,Kill Feed,Death,Winston,Red,Tracer,HADI,7,487,Lighthouse,Lighthouse
47820,Status Bar,Ult Ready,D.Va,Red,,MOLFIG,7,487,Lighthouse,Lighthouse
47820,Kill Feed,Kill,Tracer,Blue,Winston,SAUNA,7,487,Lighthouse,Lighthouse
47820,Status Bar,Ult Ready,Sombra,Red,,DANNEDD,7,487,Lighthouse,Lighthouse
47820,Status Bar,Ult Used,Tracer,Blue,,SAUNA,7,487,Lighthouse,Lighthouse
47820,Kill Feed,Assist,Zenyatta,Blue,Winston,SLAY,7,487,Lighthouse,Lighthouse
47880,Kill Feed,Assist,Zenyatta,Red,Zenyatta,,7,487,Lighthouse,Lighthouse
47880,Kill Feed,Death,Zenyatta,Blue,Tracer,SLAY,7,487,Lighthouse,Lighthouse
47880,Kill Feed,Kill,Tracer,Red,Zenyatta,SPARKR,7,487,Lighthouse,Lighthouse
48000,Status Bar,Swap,Hammond,Blue,,WHITENOISE,7,487,Lighthouse,Lighthouse
48060,Kill Feed,Death,Tracer,Red,Ashe,SPARKR,7,487,Lighthouse,Lighthouse
48060,Kill Feed,Kill,Ashe,Blue,Tracer,SYCAMORE,7,487,Lighthouse,Lighthouse
48060,Status Bar,Ult Ready,Lucio,Red,,KELLEX,7,487,Lighthouse,Lighthouse
48600,Status Bar,Swap,Hammond,Red,,HADI,7,487,Lighthouse,Lighthouse
48660,Status Bar,Swap,Lucio,Blue,,SLAY,7,487,Lighthouse,Lighthouse
48900,Status Bar,Ult Used,Lucio,Red,,KELLEX,7,487,Lighthouse,Lighthouse
48900,Status Bar,Ult Used,D.Va,Red,,MOLFIG,7,487,Lighthouse,Lighthouse
49080,Kill Feed,Kill,Sombra,Red,Hammond,DANNEDD,7,487,Lighthouse,Lighthouse
49080,Kill Feed,Death,Hammond,Blue,Sombra,WHITENOISE,7,487,Lighthouse,Lighthouse
49080,Kill Feed,Assist,Lucio,Red,Hammond,KELLEX,7,487,Lighthouse,Lighthouse
49260,Status Bar,Ult Ready,Mercy,Blue,,KARRA,7,487,Lighthouse,Lighthouse
49260,Status Bar,Ult Used,Sombra,Red,,DANNEDD,7,487,Lighthouse,Lighthouse
49320,Status Bar,Ult Used,Mercy,Blue,,KARRA,7,487,Lighthouse,Lighthouse
49320,Kill Feed,Death,D.Va,Red,Ashe,MOLFIG,7,487,Lighthouse,Lighthouse
49320,Kill Feed,Kill,Ashe,Blue,D.Va,SYCAMORE,7,487,Lighthouse,Lighthouse
49320,Status Bar,Ult Ready,D.Va,Red,,MOLFIG,7,487,Lighthouse,Lighthouse
49380,Kill Feed,Death,Mercy,Blue,Moira,KARRA,7,487,Lighthouse,Lighthouse
49380,Kill Feed,Death,Ashe,Blue,Tracer,SYCAMORE,7,487,Lighthouse,Lighthouse
49380,Kill Feed,Kill,Moira,Red,Mercy,RIPA,7,487,Lighthouse,Lighthouse
49380,Kill Feed,Kill,Tracer,Red,Ashe,SPARKR,7,487,Lighthouse,Lighthouse
49500,Kill Feed,Kill,Lucio,Red,D.Va,KELLEX,7,487,Lighthouse,Lighthouse
49500,Kill Feed,Death,D.Va,Blue,Lucio,XVESTOLA,7,487,Lighthouse,Lighthouse
65040,Status Bar,Swap,Winston,Red,,HADI,0,487,Ruins,Ruins
65040,Status Bar,Swap,Lucio,Red,,KELLEX,0,487,Ruins,Ruins
65040,Status Bar,Swap,Moira,Red,,RIPA,0,487,Ruins,Ruins
65040,Status Bar,Swap,Sombra,Red,,DANNEDD,0,487,Ruins,Ruins
65040,Status Bar,Swap,Symmetra,Red,,SPARKR,0,487,Ruins,Ruins
65040,Status Bar,Swap,D.Va,Red,,MOLFIG,0,487,Ruins,Ruins
65040,Status Bar,Swap,Lucio,Blue,,KARRA,0,487,Ruins,Ruins
65040,Status Bar,Swap,Moira,Blue,,SLAY,0,487,Ruins,Ruins
