Frame,Type,Event,Hero,Colour,Against,Player,Fight,roundID,Team1Round,Team2Round
202680,Status Bar,Ult Used,Reinhardt,Blue,,HELV,2,571,Defence,Attack
202800,Kill Feed,Death,Reinhardt,Blue,Reaper,HELV,2,571,Defence,Attack
202800,Kill Feed,Kill,Reaper,Red,Reinhardt,SPARKR,2,571,Defence,Attack
203040,Status Bar,Ult Ready,Sombra,Blue,,TXAO,2,571,Defence,Attack
203040,Kill Feed,Kill,Reaper,Red,Zarya,SPARKR,2,571,Defence,Attack
203040,Kill Feed,Death,Zarya,Blue,Reaper,CENNY,2,571,Defence,Attack
203160,Status Bar,Ult Ready,Zarya,Red,,MOLFIG,2,571,Defence,Attack
203220,Status Bar,Ult Ready,Zarya,Blue,,CENNY,2,571,Defence,Attack
203280,Kill Feed,Death,Moira,Blue,Lucio,KAAN,2,571,Defence,Attack
203280,Status Bar,Ult Ready,Lucio,Red,,KELLEX,2,571,Defence,Attack
203280,Kill Feed,Kill,Lucio,Red,Moira,KELLEX,2,571,Defence,Attack
203340,Kill Feed,Kill,Reaper,Red,Lucio,SPARKR,2,571,Defence,Attack
203340,Kill Feed,Death,Lucio,Blue,Reaper,ADMIRALRAPTR,2,571,Defence,Attack
203940,Status Bar,Swap,Ana,Blue,,KAAN,2,571,Defence,Attack
204240,Kill Feed,Kill,Zarya,Red,Reinhardt,MOLFIG,3,571,Defence,Attack
204240,Kill Feed,Death,Reinhardt,Blue,Zarya,HELV,3,571,Defence,Attack
205680,Kill Feed,Death,Reinhardt,Blue,Reaper,HELV,4,571,Defence,Attack
205680,Status Bar,Ult Ready,Reaper,Red,,SPARKR,4,571,Defence,Attack
205680,Kill Feed,Kill,Reaper,Red,Reinhardt,SPARKR,4,571,Defence,Attack
205740,Status Bar,Ult Ready,Reinhardt,Red,,HADI,4,571,Defence,Attack
206160,Status Bar,Ult Ready,Moira,Red,,RIPA,4,571,Defence,Attack
207060,Status Bar,Ult Ready,Lucio,Blue,,ADMIRALRAPTR,0,571,Defence,Attack
207180,Status Bar,Ult Used,Zarya,Blue,,CENNY,5,571,Defence,Attack
207540,Status Bar,Ult Ready,Reaper,Blue,,LETHAL,5,571,Defence,Attack
207900,Status Bar,Ult Used,Zarya,Red,,MOLFIG,5,571,Defence,Attack
208020,Status Bar,Ult Used,Lucio,Blue,,ADMIRALRAPTR,5,571,Defence,Attack
208020,Status Bar,Ult Used,Sombra,Blue,,TXAO,5,571,Defence,Attack
208140,Kill Feed,Assist,Sombra,Blue,Reaper,TXAO,5,571,Defence,Attack
208140,Kill Feed,Death,Reaper,Red,Reaper,SPARKR,5,571,Defence,Attack
208140,Kill Feed,Kill,Reaper,Blue,Reaper,LETHAL,5,571,Defence,Attack
208140,Kill Feed,Assist,Ana,Blue,Reaper,KAAN,5,571,Defence,Attack
208500,Kill Feed,Kill,Mei,Red,Reinhardt,DANNEDD,5,571,Defence,Attack
208500,Kill Feed,Assist,Zarya,Red,Reinhardt,MOLFIG,5,571,Defence,Attack
208500,Kill Feed,Death,Reinhardt,Blue,Mei,HELV,5,571,Defence,Attack
208560,Kill Feed,Death,Reaper,Blue,Mei,LETHAL,5,571,Defence,Attack
208560,Kill Feed,Kill,Mei,Red,Reaper,DANNEDD,5,571,Defence,Attack
208560,Kill Feed,Assist,Zarya,Red,Reaper,MOLFIG,5,571,Defence,Attack
208680,Status Bar,Ult Used,Reinhardt,Red,,HADI,5,571,Defence,Attack
208680,Status Bar,Ult Used,Lucio,Red,,KELLEX,5,571,Defence,Attack
208680,Status Bar,Ult Used,Mei,Red,,DANNEDD,5,571,Defence,Attack
208680,Status Bar,Ult Used,Reaper,Blue,,LETHAL,5,571,Defence,Attack
208680,Status Bar,Ult Ready,Ana,Blue,,KAAN,5,571,Defence,Attack
208980,Kill Feed,Kill,Mei,Red,Ana,DANNEDD,5,571,Defence,Attack
208980,Kill Feed,Death,Ana,Blue,Mei,KAAN,5,571,Defence,Attack
209220,Kill Feed,Death,Zarya,Blue,Zarya,CENNY,5,571,Defence,Attack
209220,Kill Feed,Kill,Zarya,Red,Zarya,MOLFIG,5,571,Defence,Attack
209340,Kill Feed,Kill,Lucio,Red,Sombra,KELLEX,5,571,Defence,Attack
209340,Kill Feed,Kill,Reinhardt,Red,Lucio,HADI,5,571,Defence,Attack
209340,Kill Feed,Death,Lucio,Blue,Reinhardt,ADMIRALRAPTR,5,571,Defence,Attack
209340,Kill Feed,Death,Sombra,Blue,Lucio,TXAO,5,571,Defence,Attack
211500,Status Bar,Ult Used,Moira,Red,,RIPA,6,571,Defence,Attack
211620,Status Bar,Ult Used,Ana,Blue,,KAAN,6,571,Defence,Attack
211620,Status Bar,Ult Used,Reaper,Red,,SPARKR,6,571,Defence,Attack
211620,Status Bar,Ult Ready,Reinhardt,Blue,,HELV,6,571,Defence,Attack
211680,Kill Feed,Kill,Moira,Red,Lucio,RIPA,6,571,Defence,Attack
211680,Kill Feed,Death,Lucio,Blue,Moira,ADMIRALRAPTR,6,571,Defence,Attack
211740,Kill Feed,Death,Ana,Blue,Moira,KAAN,6,571,Defence,Attack
211740,Kill Feed,Kill,Moira,Red,Ana,RIPA,6,571,Defence,Attack
211800,Kill Feed,Death,Zarya,Blue,Reaper,CENNY,6,571,Defence,Attack
211800,Kill Feed,Kill,Reaper,Red,Zarya,SPARKR,6,571,Defence,Attack
211980,Kill Feed,Kill,Zarya,Red,Reaper,MOLFIG,6,571,Defence,Attack
211980,Kill Feed,Death,Reaper,Blue,Zarya,LETHAL,6,571,Defence,Attack
212220,Kill Feed,Death,Reinhardt,Blue,Reinhardt,HELV,6,571,Defence,Attack
212220,Kill Feed,Kill,Reinhardt,Red,Reinhardt,HADI,6,571,Defence,Attack
212220,Kill Feed,Assist,Lucio,Red,Reinhardt,KELLEX,6,571,Defence,Attack
213420,Kill Feed,Assist,Lucio,Blue,Mei,ADMIRALRAPTR,7,571,Defence,Attack
213420,Kill Feed,Kill,Zarya,Blue,Mei,CENNY,7,571,Defence,Attack
213420,Kill Feed,Death,Mei,Red,Zarya,DANNEDD,7,571,Defence,Attack
213480,Status Bar,Ult Ready,Reinhardt,Red,,HADI,7,571,Defence,Attack
214080,Status Bar,Ult Used,Reinhardt,Red,,HADI,7,571,Defence,Attack
214140,Kill Feed,Death,Reinhardt,Blue,Reaper,HELV,7,571,Defence,Attack
214140,Kill Feed,Assist,Reinhardt,Red,Reinhardt,HADI,7,571,Defence,Attack
214140,Kill Feed,Kill,Reaper,Red,Reinhardt,SPARKR,7,571,Defence,Attack
214260,Status Bar,Ult Ready,Zarya,Red,,MOLFIG,7,571,Defence,Attack
214260,Kill Feed,Kill,Zarya,Red,Zarya,MOLFIG,7,571,Defence,Attack
214260,Kill Feed,Assist,Reinhardt,Red,Zarya,HADI,7,571,Defence,Attack
214260,Kill Feed,Death,Zarya,Blue,Zarya,CENNY,7,571,Defence,Attack
214380,Kill Feed,Kill,Reaper,Red,Reaper,SPARKR,7,571,Defence,Attack
214380,Kill Feed,Death,Reaper,Blue,Reaper,LETHAL,7,571,Defence,Attack
214380,Kill Feed,Assist,Lucio,Red,Reaper,KELLEX,7,571,Defence,Attack
214500,Status Bar,Ult Ready,Sombra,Blue,,TXAO,7,571,Defence,Attack
214560,Kill Feed,Kill,Zarya,Red,Ana,MOLFIG,7,571,Defence,Attack
214560,Kill Feed,Death,Ana,Blue,Zarya,KAAN,7,571,Defence,Attack
215040,Status Bar,Swap,D.Va,Blue,,CENNY,7,571,Defence,Attack
215340,Status Bar,Ult Ready,Mei,Red,,DANNEDD,7,571,Defence,Attack
215700,Kill Feed,Assist,Sombra,Blue,Zarya,TXAO,8,571,Defence,Attack
215700,Kill Feed,Death,Zarya,Red,Reaper,MOLFIG,8,571,Defence,Attack
215700,Kill Feed,Kill,Reaper,Blue,Zarya,LETHAL,8,571,Defence,Attack
215820,Kill Feed,Assist,Reinhardt,Blue,Moira,HELV,8,571,Defence,Attack
215820,Kill Feed,Kill,Sombra,Blue,Moira,TXAO,8,571,Defence,Attack
215820,Kill Feed,Death,Moira,Red,Sombra,RIPA,8,571,Defence,Attack
215880,Kill Feed,Death,Mei,Red,Reinhardt,DANNEDD,8,571,Defence,Attack
215880,Kill Feed,Assist,Sombra,Blue,Mei,TXAO,8,571,Defence,Attack
215880,Kill Feed,Kill,Reinhardt,Blue,Mei,HELV,8,571,Defence,Attack
215940,Status Bar,Ult Used,Sombra,Blue,,TXAO,8,571,Defence,Attack
215940,Status Bar,Ult Used,Reinhardt,Blue,,HELV,8,571,Defence,Attack
216000,Kill Feed,Kill,Reinhardt,Blue,Reinhardt,HELV,8,571,Defence,Attack
216000,Kill Feed,Assist,Sombra,Blue,Reinhardt,TXAO,8,571,Defence,Attack
216000,Kill Feed,Death,Reinhardt,Red,Reinhardt,HADI,8,571,Defence,Attack
216180,Kill Feed,Kill,Sombra,Blue,Reaper,TXAO,8,571,Defence,Attack
216180,Kill Feed,Assist,Lucio,Blue,Reaper,ADMIRALRAPTR,8,571,Defence,Attack
216180,Kill Feed,Assist,Ana,Blue,Reaper,KAAN,8,571,Defence,Attack
216180,Kill Feed,Death,Reaper,Red,Sombra,SPARKR,8,571,Defence,Attack
217080,Status Bar,Ult Ready,Ana,Blue,,KAAN,0,571,Defence,Attack
217860,Status Bar,Ult Ready,Moira,Red,,RIPA,0,571,Defence,Attack
217920,Status Bar,Ult Used,Ana,Blue,,KAAN,9,571,Defence,Attack
218040,Status Bar,Ult Used,Moira,Red,,RIPA,9,571,Defence,Attack
218220,Status Bar,Ult Used,Zarya,Red,,MOLFIG,9,571,Defence,Attack
218340,Status Bar,Ult Used,Mei,Red,,DANNEDD,9,571,Defence,Attack
218340,Kill Feed,Kill,Moira,Red,Reinhardt,RIPA,9,571,Defence,Attack
218340,Kill Feed,Assist,Zarya,Red,Reinhardt,MOLFIG,9,571,Defence,Attack
218340,Kill Feed,Assist,Zarya,Red,Lucio,MOLFIG,9,571,Defence,Attack
218340,Kill Feed,Kill,Reinhardt,Red,Lucio,HADI,9,571,Defence,Attack
218340,Kill Feed,Death,Lucio,Blue,Reinhardt,ADMIRALRAPTR,9,571,Defence,Attack
218340,Kill Feed,Death,Reinhardt,Blue,Moira,HELV,9,571,Defence,Attack
218400,Status Bar,Ult Ready,Reaper,Blue,,LETHAL,9,571,Defence,Attack
218460,Kill Feed,Assist,Zarya,Red,D.Va,MOLFIG,9,571,Defence,Attack
218460,Kill Feed,Kill,Reinhardt,Red,D.Va,HADI,9,571,Defence,Attack
218460,Kill Feed,Death,D.Va,Blue,Reinhardt,CENNY,9,571,Defence,Attack
218580,Kill Feed,Death,Reaper,Blue,Reinhardt,LETHAL,9,571,Defence,Attack
218580,Kill Feed,Kill,Reinhardt,Red,Reaper,HADI,9,571,Defence,Attack
218580,Kill Feed,Assist,Lucio,Red,Reaper,KELLEX,9,571,Defence,Attack
218580,Status Bar,Ult Used,Reaper,Blue,,LETHAL,9,571,Defence,Attack
218760,Status Bar,Ult Ready,Lucio,Red,,KELLEX,9,571,Defence,Attack
218940,Kill Feed,Death,Ana,Blue,Reaper,KAAN,9,571,Defence,Attack
218940,Kill Feed,Assist,Lucio,Red,Ana,KELLEX,9,571,Defence,Attack
218940,Kill Feed,Kill,Reaper,Red,Ana,SPARKR,9,571,Defence,Attack
219060,Status Bar,Ult Used,Lucio,Red,,KELLEX,9,571,Defence,Attack
219060,Status Bar,Swap,Hammond,Blue,,CENNY,9,571,Defence,Attack
219180,Kill Feed,Kill,Reinhardt,Red,Sombra,HADI,9,571,Defence,Attack
219180,Kill Feed,Death,Sombra,Blue,Reinhardt,TXAO,9,571,Defence,Attack
219360,Kill Feed,Kill,Moira,Red,Lucio,RIPA,9,571,Defence,Attack
219360,Kill Feed,Death,Lucio,Blue,Moira,ADMIRALRAPTR,9,571,Defence,Attack
219420,Status Bar,Ult Ready,Reinhardt,Red,,HADI,9,571,Defence,Attack
219420,Status Bar,Swap,Widowmaker,Blue,,LETHAL,9,571,Defence,Attack
219480,Status Bar,Ult Used,Reinhardt,Red,,HADI,9,571,Defence,Attack
219600,Status Bar,Ult Ready,Reaper,Red,,SPARKR,9,571,Defence,Attack
219660,Kill Feed,Assist,Reinhardt,Red,Hammond,HADI,9,571,Defence,Attack
219660,Kill Feed,Kill,Reaper,Red,Hammond,SPARKR,9,571,Defence,Attack
219660,Status Bar,Ult Used,Reaper,Red,,SPARKR,9,571,Defence,Attack
219660,Kill Feed,Death,Hammond,Blue,Reaper,CENNY,9,571,Defence,Attack
219720,Kill Feed,Assist,Lucio,Red,Reinhardt,KELLEX,9,571,Defence,Attack
219720,Kill Feed,Death,Reinhardt,Blue,Reaper,HELV,9,571,Defence,Attack
219720,Kill Feed,Kill,Reaper,Red,Reinhardt,SPARKR,9,571,Defence,Attack
235680,Status Bar,Swap,Moira,Blue,,KAAN,0,571,Attack,Defence
235680,Status Bar,Swap,McCree,Blue,,LETHAL,0,571,Attack,Defence
235680,Status Bar,Swap,Sombra,Blue,,TXAO,0,571,Attack,Defence
235680,Status Bar,Swap,Lucio,Blue,,ADMIRALRAPTR,0,571,Attack,Defence
235680,Status Bar,Swap,Zarya,Blue,,CENNY,0,571,Attack,Defence
235680,Status Bar,Swap,Reinhardt,Blue,,HELV,0,571,Attack,Defence
235680,Status Bar,Swap,Reinhardt,Red,,HADI,0,571,Attack,Defence
235680,Status Bar,Swap,Zarya,Red,,MOLFIG,0,571,Attack,Defence
235680,Status Bar,Swap,Reaper,Red,,SPARKR,0,571,Attack,Defence
235680,Status Bar,Swap,Mei,Red,,DANNEDD,0,571,Attack,Defence
235680,Status Bar,Swap,Moira,Red,,RIPA,0,571,Attack,Defence
235680,Status Bar,Swap,Lucio,Red,,KELLEX,0,571,Attack,Defence
235740,Status Bar,Swap,Reaper,Blue,,LETHAL,0,571,Attack,Defence
237420,Kill Feed,Death,Reinhardt,Red,Zarya,HADI,1,571,Attack,Defence
237420,Kill Feed,Assist,Sombra,Blue,Reinhardt,TXAO,1,571,Attack,Defence
237420,Kill Feed,Kill,Zarya,Blue,Reinhardt,CENNY,1,571,Attack,Defence
237420,Kill Feed,Assist,Lucio,Blue,Reinhardt,ADMIRALRAPTR,1,571,Attack,Defence
237420,Kill Feed,Assist,Reinhardt,Blue,Reinhardt,HELV,1,571,Attack,Defence
237600,Kill Feed,Assist,Lucio,Red,Reinhardt,KELLEX,1,571,Attack,Defence
237600,Kill Feed,Death,Reinhardt,Blue,Reaper,HELV,1,571,Attack,Defence
237600,Kill Feed,Kill,Reaper,Red,Reinhardt,SPARKR,1,571,Attack,Defence
237840,Kill Feed,Death,Reaper,Red,Zarya,SPARKR,1,571,Attack,Defence
237840,Kill Feed,Kill,Zarya,Blue,Reaper,CENNY,1,571,Attack,Defence
238080,Kill Feed,Kill,Sombra,Blue,Zarya,TXAO,1,571,Attack,Defence
238080,Kill Feed,Death,Zarya,Red,Sombra,MOLFIG,1,571,Attack,Defence
238200,Kill Feed,Kill,Lucio,Blue,Moira,ADMIRALRAPTR,1,571,Attack,Defence
238200,Kill Feed,Death,Moira,Red,Lucio,RIPA,1,571,Attack,Defence
238260,Status Bar,Ult Ready,Zarya,Blue,,CENNY,1,571,Attack,Defence
238320,Kill Feed,Kill,Lucio,Red,Moira,KELLEX,1,571,Attack,Defence
238380,Kill Feed,Death,Mei,Red,Sombra,DANNEDD,1,571,Attack,Defence
238380,Kill Feed,Kill,Sombra,Blue,Mei,TXAO,1,571,Attack,Defence
238440,Kill Feed,Kill,Lucio,Blue,Lucio,ADMIRALRAPTR,1,571,Attack,Defence
238440,Kill Feed,Death,Lucio,Red,Lucio,KELLEX,1,571,Attack,Defence
239400,Kill Feed,Death,Sombra,Blue,Mei,TXAO,2,571,Attack,Defence
239400,Kill Feed,Kill,Mei,Red,Sombra,DANNEDD,2,571,Attack,Defence
240180,Kill Feed,Kill,Reinhardt,Red,Reinhardt,HADI,2,571,Attack,Defence
240180,Kill Feed,Death,Reinhardt,Blue,Reinhardt,HELV,2,571,Attack,Defence
240480,Kill Feed,Kill,Zarya,Red,Lucio,MOLFIG,2,571,Attack,Defence
240480,Kill Feed,Death,Lucio,Blue,Zarya,ADMIRALRAPTR,2,571,Attack,Defence
240600,Status Bar,Ult Ready,Zarya,Red,,MOLFIG,2,571,Attack,Defence
240720,Kill Feed,Kill,Moira,Red,Sombra,RIPA,2,571,Attack,Defence
240720,Kill Feed,Death,Sombra,Blue,Moira,TXAO,2,571,Attack,Defence
241500,Status Bar,Ult Ready,Reinhardt,Blue,,HELV,2,571,Attack,Defence
241800,Status Bar,Ult Ready,Moira,Red,,RIPA,0,571,Attack,Defence
241800,Status Bar,Ult Ready,Lucio,Blue,,ADMIRALRAPTR,0,571,Attack,Defence
242040,Status Bar,Ult Ready,Lucio,Red,,KELLEX,0,571,Attack,Defence
242220,Status Bar,Ult Ready,Sombra,Blue,,TXAO,0,571,Attack,Defence
242220,Status Bar,Ult Ready,Reinhardt,Red,,HADI,0,571,Attack,Defence
242220,Status Bar,Ult Used,Moira,Red,,RIPA,3,571,Attack,Defence
242580,Kill Feed,Kill,Reaper,Blue,Reinhardt,LETHAL,3,571,Attack,Defence
242580,Kill Feed,Assist,Reinhardt,Blue,Reinhardt,HELV,3,571,Attack,Defence
242580,Kill Feed,Assist,Sombra,Blue,Reinhardt,TXAO,3,571,Attack,Defence
242580,Kill Feed,Death,Reinhardt,Red,Reaper,HADI,3,571,Attack,Defence
242700,Status Bar,Ult Used,Reinhardt,Blue,,HELV,3,571,Attack,Defence
242700,Status Bar,Ult Ready,Reaper,Blue,,LETHAL,3,571,Attack,Defence
242700,Status Bar,Ult Used,Lucio,Red,,KELLEX,3,571,Attack,Defence
242700,Status Bar,Ult Used,Lucio,Blue,,ADMIRALRAPTR,3,571,Attack,Defence
242700,Status Bar,Ult Used,Sombra,Blue,,TXAO,3,571,Attack,Defence
242700,Status Bar,Ult Ready,Reaper,Red,,SPARKR,3,571,Attack,Defence
242700,Status Bar,Ult Used,Zarya,Red,,MOLFIG,3,571,Attack,Defence
242880,Kill Feed,Assist,Lucio,Red,Reaper,KELLEX,3,571,Attack,Defence
242880,Kill Feed,Death,Reaper,Blue,Zarya,LETHAL,3,571,Attack,Defence
242880,Kill Feed,Kill,Zarya,Red,Reaper,MOLFIG,3,571,Attack,Defence
243000,Status Bar,Ult Used,Reaper,Red,,SPARKR,3,571,Attack,Defence
243060,Kill Feed,Death,Reaper,Red,Reinhardt,SPARKR,3,571,Attack,Defence
243060,Kill Feed,Assist,Sombra,Blue,Reaper,TXAO,3,571,Attack,Defence
243060,Kill Feed,Assist,Lucio,Blue,Reaper,ADMIRALRAPTR,3,571,Attack,Defence
243060,Kill Feed,Kill,Reinhardt,Blue,Reaper,HELV,3,571,Attack,Defence
243240,Kill Feed,Assist,Sombra,Blue,Mei,TXAO,3,571,Attack,Defence
243240,Kill Feed,Kill,Reinhardt,Blue,Mei,HELV,3,571,Attack,Defence
243240,Kill Feed,Death,Mei,Red,Reinhardt,DANNEDD,3,571,Attack,Defence
243540,Kill Feed,Kill,Zarya,Blue,Lucio,CENNY,3,571,Attack,Defence
243540,Kill Feed,Death,Lucio,Red,Zarya,KELLEX,3,571,Attack,Defence
243540,Kill Feed,Assist,Lucio,Blue,Lucio,ADMIRALRAPTR,3,571,Attack,Defence
243600,Kill Feed,Kill,Zarya,Blue,Moira,CENNY,3,571,Attack,Defence
243600,Kill Feed,Death,Moira,Red,Zarya,RIPA,3,571,Attack,Defence
243660,Kill Feed,Kill,Lucio,Blue,Zarya,ADMIRALRAPTR,3,571,Attack,Defence
243660,Kill Feed,Death,Zarya,Red,Lucio,MOLFIG,3,571,Attack,Defence
245040,Status Bar,Ult Used,Zarya,Blue,,CENNY,4,571,Attack,Defence
245100,Kill Feed,Kill,Reaper,Red,Reaper,SPARKR,4,571,Attack,Defence
245100,Kill Feed,Death,Reaper,Blue,Reaper,LETHAL,4,571,Attack,Defence
245280,Status Bar,Ult Used,Reinhardt,Red,,HADI,4,571,Attack,Defence
245580,Kill Feed,Kill,Reinhardt,Red,Zarya,HADI,4,571,Attack,Defence
245580,Kill Feed,Death,Zarya,Blue,Reinhardt,CENNY,4,571,Attack,Defence
245820,Kill Feed,Kill,Reinhardt,Red,Moira,HADI,4,571,Attack,Defence
245820,Kill Feed,Death,Moira,Blue,Reinhardt,KAAN,4,571,Attack,Defence
245880,Kill Feed,Kill,Reinhardt,Red,Reinhardt,HADI,4,571,Attack,Defence
245880,Kill Feed,Death,Reinhardt,Blue,Reinhardt,HELV,4,571,Attack,Defence
246000,Kill Feed,Kill,Lucio,Red,Sombra,KELLEX,4,571,Attack,Defence
246000,Kill Feed,Death,Sombra,Blue,Lucio,TXAO,4,571,Attack,Defence
246060,Status Bar,Ult Ready,Moira,Red,,RIPA,4,571,Attack,Defence
246120,Kill Feed,Kill,Mei,Red,Lucio,DANNEDD,4,571,Attack,Defence
246120,Kill Feed,Death,Lucio,Blue,Mei,ADMIRALRAPTR,4,571,Attack,Defence
247620,Status Bar,Ult Ready,Reinhardt,Blue,,HELV,0,571,Attack,Defence
247680,Status Bar,Ult Used,Moira,Red,,RIPA,5,571,Attack,Defence
247740,Status Bar,Ult Used,Reinhardt,Blue,,HELV,5,571,Attack,Defence
248040,Status Bar,Ult Ready,Moira,Blue,,KAAN,5,571,Attack,Defence
248040,Kill Feed,Death,Moira,Blue,Reinhardt,KAAN,5,571,Attack,Defence
248040,Kill Feed,Kill,Reinhardt,Red,Moira,HADI,5,571,Attack,Defence
248220,Status Bar,Ult Ready,Lucio,Blue,,ADMIRALRAPTR,5,571,Attack,Defence
248220,Status Bar,Ult Ready,Mei,Red,,DANNEDD,5,571,Attack,Defence
248460,Status Bar,Ult Ready,Zarya,Red,,MOLFIG,5,571,Attack,Defence
248460,Status Bar,Ult Ready,Reinhardt,Red,,HADI,5,571,Attack,Defence
248460,Status Bar,Ult Used,Reaper,Blue,,LETHAL,5,571,Attack,Defence
248520,Status Bar,Ult Used,Reinhardt,Red,,HADI,5,571,Attack,Defence
248520,Status Bar,Ult Used,Lucio,Blue,,ADMIRALRAPTR,5,571,Attack,Defence
248520,Kill Feed,Kill,Zarya,Red,Reaper,MOLFIG,5,571,Attack,Defence
248520,Kill Feed,Death,Reaper,Blue,Zarya,LETHAL,5,571,Attack,Defence
248700,Status Bar,Ult Used,Zarya,Red,,MOLFIG,5,571,Attack,Defence
248760,Status Bar,Ult Used,Mei,Red,,DANNEDD,5,571,Attack,Defence
248760,Status Bar,Ult Ready,Sombra,Blue,,TXAO,5,571,Attack,Defence
248820,Kill Feed,Death,Mei,Red,Lucio,DANNEDD,5,571,Attack,Defence
248820,Kill Feed,Death,Zarya,Blue,Zarya,CENNY,5,571,Attack,Defence
248820,Kill Feed,Kill,Zarya,Red,Zarya,MOLFIG,5,571,Attack,Defence
248820,Status Bar,Ult Used,Moira,Blue,,KAAN,5,571,Attack,Defence
248820,Kill Feed,Kill,Lucio,Blue,Mei,ADMIRALRAPTR,5,571,Attack,Defence
248820,Kill Feed,Assist,Reinhardt,Red,Zarya,HADI,5,571,Attack,Defence
249000,Kill Feed,Kill,Zarya,Red,Reinhardt,MOLFIG,5,571,Attack,Defence
249000,Kill Feed,Assist,Mei,Red,Reinhardt,DANNEDD,5,571,Attack,Defence
249000,Kill Feed,Assist,Zarya,Red,Lucio,MOLFIG,5,571,Attack,Defence
249000,Kill Feed,Death,Reinhardt,Blue,Zarya,HELV,5,571,Attack,Defence
249000,Kill Feed,Kill,Lucio,Red,Lucio,KELLEX,5,571,Attack,Defence
249000,Kill Feed,Assist,Reinhardt,Red,Lucio,HADI,5,571,Attack,Defence
249000,Kill Feed,Death,Lucio,Blue,Lucio,ADMIRALRAPTR,5,571,Attack,Defence
249000,Kill Feed,Assist,Reinhardt,Red,Reinhardt,HADI,5,571,Attack,Defence
249240,Status Bar,Swap,Widowmaker,Blue,,LETHAL,5,571,Attack,Defence
249300,Kill Feed,Kill,Reinhardt,Red,Moira,HADI,5,571,Attack,Defence
249300,Kill Feed,Death,Moira,Blue,Reinhardt,KAAN,5,571,Attack,Defence
249420,Status Bar,Swap,Genji,Red,,DANNEDD,5,571,Attack,Defence
249420,Status Bar,Swap,Hammond,Blue,,CENNY,5,571,Attack,Defence
249480,Kill Feed,Kill,Reinhardt,Red,Sombra,HADI,5,571,Attack,Defence
249480,Kill Feed,Death,Sombra,Blue,Reinhardt,TXAO,5,571,Attack,Defence
249480,Status Bar,Swap,Doomfist,Red,,DANNEDD,5,571,Attack,Defence
249600,Status Bar,Ult Ready,Lucio,Red,,KELLEX,5,571,Attack,Defence
249660,Status Bar,Ult Ready,Reaper,Red,,SPARKR,5,571,Attack,Defence
249660,Kill Feed,Death,Widowmaker,Blue,Lucio,LETHAL,5,571,Attack,Defence
249660,Kill Feed,Kill,Lucio,Red,Widowmaker,KELLEX,5,571,Attack,Defence
249960,Status Bar,Swap,Ana,Blue,,KAAN,5,571,Attack,Defence
249960,Status Bar,Ult Used,Lucio,Red,,KELLEX,5,571,Attack,Defence
265800,Status Bar,Swap,Moira,Blue,,KAAN,0,572,Defence,Attack
265800,Status Bar,Swap,Lucio,Blue,,ADMIRALRAPTR,0,572,Defence,Attack
265800,Status Bar,Swap,Sombra,Blue,,TXAO,0,572,Defence,Attack
265800,Status Bar,Swap,Reinhardt,Red,,HADI,0,572,Defence,Attack
265800,Status Bar,Swap,D.Va,Blue,,CENNY,0,572,Defence,Attack
265800,Status Bar,Swap,Winston,Blue,,HELV,0,572,Defence,Attack
265800,Status Bar,Swap,Zarya,Red,,MOLFIG,0,572,Defence,Attack
