Frame,Type,Event,Hero,Colour,Against,Player,Fight,roundID,Team1Round,Team2Round
245400,Kill Feed,Kill,Sigma,Blue,Zenyatta,XVESTOLA,3,541,Defence,Attack
245400,Kill Feed,Assist,Mercy,Blue,Zenyatta,KARRA,3,541,Defence,Attack
245400,Kill Feed,Death,Zenyatta,Red,Sigma,RIPA,3,541,Defence,Attack
245400,Kill Feed,Assist,Zenyatta,Blue,Zenyatta,SLAY,3,541,Defence,Attack
246960,Status Bar,Ult Used,Sigma,Red,,MOLFIG,4,541,Defence,Attack
246960,Status Bar,Ult Ready,Tracer,Blue,,SAUNA,4,541,Defence,Attack
247260,Status Bar,Ult Used,Tracer,Blue,,SAUNA,4,541,Defence,Attack
247260,Kill Feed,Death,Hanzo,Red,Tracer,DANNEDD,4,541,Defence,Attack
247260,Kill Feed,Kill,Tracer,Blue,Hanzo,SAUNA,4,541,Defence,Attack
247440,Kill Feed,Assist,Sigma,Red,Sigma,MOLFIG,4,541,Defence,Attack
247440,Kill Feed,Kill,Roadhog,Red,Sigma,HADI,4,541,Defence,Attack
247440,Kill Feed,Death,Sigma,Blue,Roadhog,XVESTOLA,4,541,Defence,Attack
247500,Kill Feed,Kill,Tracer,Blue,Mercy,SAUNA,4,541,Defence,Attack
247500,Kill Feed,Death,Mercy,Red,Tracer,KELLEX,4,541,Defence,Attack
247560,Kill Feed,Death,Sigma,Red,Roadhog,MOLFIG,4,541,Defence,Attack
247560,Kill Feed,Kill,Roadhog,Blue,Widowmaker,WHITENOISE,4,541,Defence,Attack
247560,Kill Feed,Death,Widowmaker,Red,Roadhog,SPARKR,4,541,Defence,Attack
247800,Kill Feed,Death,Tracer,Blue,Zenyatta,SAUNA,4,541,Defence,Attack
247800,Kill Feed,Kill,Zenyatta,Red,Tracer,RIPA,4,541,Defence,Attack
248040,Status Bar,Ult Used,Zenyatta,Blue,,SLAY,4,541,Defence,Attack
248040,Status Bar,Swap,Doomfist,Red,,DANNEDD,4,541,Defence,Attack
248100,Kill Feed,Kill,Widowmaker,Blue,Roadhog,SYCAMORE,4,541,Defence,Attack
248100,Kill Feed,Assist,Zenyatta,Blue,Roadhog,SLAY,4,541,Defence,Attack
248100,Kill Feed,Death,Roadhog,Red,Widowmaker,HADI,4,541,Defence,Attack
248280,Kill Feed,Kill,Doomfist,Red,Roadhog,DANNEDD,4,541,Defence,Attack
248280,Kill Feed,Assist,Zenyatta,Red,Roadhog,RIPA,4,541,Defence,Attack
248280,Kill Feed,Death,Roadhog,Blue,Doomfist,WHITENOISE,4,541,Defence,Attack
248880,Status Bar,Swap,Hammond,Red,,HADI,4,541,Defence,Attack
249240,Status Bar,Ult Ready,Widowmaker,Red,,SPARKR,0,541,Defence,Attack
249300,Status Bar,Ult Used,Widowmaker,Red,,SPARKR,5,541,Defence,Attack
249900,Kill Feed,Death,Tracer,Blue,Zenyatta,SAUNA,5,541,Defence,Attack
249900,Kill Feed,Assist,Mercy,Red,Tracer,KELLEX,5,541,Defence,Attack
249900,Kill Feed,Kill,Zenyatta,Red,Tracer,RIPA,5,541,Defence,Attack
250320,Status Bar,Swap,Roadhog,Red,,HADI,5,541,Defence,Attack
250380,Kill Feed,Death,Zenyatta,Blue,Zenyatta,SLAY,5,541,Defence,Attack
250380,Kill Feed,Assist,Zenyatta,Red,Zenyatta,RIPA,5,541,Defence,Attack
250380,Kill Feed,Kill,Zenyatta,Red,Zenyatta,RIPA,5,541,Defence,Attack
250800,Status Bar,Swap,Hanzo,Red,,DANNEDD,5,541,Defence,Attack
252720,Status Bar,Ult Ready,Sigma,Red,,MOLFIG,0,541,Defence,Attack
252780,Status Bar,Ult Ready,Zenyatta,Red,,RIPA,0,541,Defence,Attack
252900,Status Bar,Ult Ready,Widowmaker,Blue,,SYCAMORE,0,541,Defence,Attack
252960,Kill Feed,Kill,Hanzo,Red,Tracer,DANNEDD,6,541,Defence,Attack
252960,Kill Feed,Death,Tracer,Red,Hanzo,,6,541,Defence,Attack
252960,Kill Feed,Assist,Mercy,Red,Tracer,KELLEX,6,541,Defence,Attack
253440,Kill Feed,Assist,Sigma,Red,Roadhog,MOLFIG,6,541,Defence,Attack
253440,Kill Feed,Death,Roadhog,Red,Widowmaker,HADI,6,541,Defence,Attack
253440,Kill Feed,Kill,Widowmaker,Red,Roadhog,SPARKR,6,541,Defence,Attack
253740,Kill Feed,Res,Mercy,Red,Sigma,,6,541,Defence,Attack
253740,Kill Feed,Res,Sigma,Red,Mercy,,6,541,Defence,Attack
254460,Status Bar,Ult Used,Widowmaker,Blue,,SYCAMORE,6,541,Defence,Attack
254460,Status Bar,Ult Used,Sigma,Red,,MOLFIG,6,541,Defence,Attack
254460,Status Bar,Ult Ready,Zenyatta,Blue,,SLAY,6,541,Defence,Attack
254460,Status Bar,Ult Used,Zenyatta,Red,,RIPA,6,541,Defence,Attack
254760,Kill Feed,Death,Widowmaker,Red,Sigma,SPARKR,6,541,Defence,Attack
254760,Kill Feed,Assist,Zenyatta,Red,Widowmaker,RIPA,6,541,Defence,Attack
254760,Kill Feed,Kill,Sigma,Red,Widowmaker,MOLFIG,6,541,Defence,Attack
254940,Status Bar,Ult Ready,Widowmaker,Red,,SPARKR,6,541,Defence,Attack
254940,Status Bar,Ult Ready,Tracer,Blue,,SAUNA,6,541,Defence,Attack
254940,Kill Feed,Assist,Mercy,Red,Tracer,KELLEX,6,541,Defence,Attack
254940,Kill Feed,Death,Tracer,Red,Zenyatta,,6,541,Defence,Attack
254940,Kill Feed,Kill,Zenyatta,Red,Tracer,RIPA,6,541,Defence,Attack
254940,Status Bar,Ult Used,Zenyatta,Blue,,SLAY,6,541,Defence,Attack
255060,Kill Feed,Death,Tracer,Blue,Zenyatta,SAUNA,6,541,Defence,Attack
255060,Kill Feed,Death,Zenyatta,Red,Roadhog,RIPA,6,541,Defence,Attack
255060,Kill Feed,Assist,Zenyatta,Red,Zenyatta,RIPA,6,541,Defence,Attack
255060,Kill Feed,Assist,Mercy,Red,Zenyatta,KELLEX,6,541,Defence,Attack
255060,Kill Feed,Kill,Roadhog,Red,Zenyatta,HADI,6,541,Defence,Attack
255600,Status Bar,Ult Used,Widowmaker,Red,,SPARKR,6,541,Defence,Attack
255600,Status Bar,Ult Used,Roadhog,Blue,,WHITENOISE,6,541,Defence,Attack
255600,Status Bar,Ult Ready,Hanzo,Red,,DANNEDD,6,541,Defence,Attack
255720,Kill Feed,Death,Zenyatta,Red,Widowmaker,RIPA,6,541,Defence,Attack
255720,Kill Feed,Kill,Widowmaker,Red,Zenyatta,SPARKR,6,541,Defence,Attack
255720,Kill Feed,Assist,Zenyatta,Red,Zenyatta,RIPA,6,541,Defence,Attack
255720,Status Bar,Ult Ready,Roadhog,Red,,HADI,6,541,Defence,Attack
255840,Kill Feed,Kill,Sigma,Red,Widowmaker,MOLFIG,6,541,Defence,Attack
255840,Kill Feed,Death,Widowmaker,Red,Sigma,SPARKR,6,541,Defence,Attack
255840,Kill Feed,Kill,Hanzo,Red,Mercy,DANNEDD,6,541,Defence,Attack
255840,Kill Feed,Assist,Zenyatta,Red,Widowmaker,RIPA,6,541,Defence,Attack
255840,Kill Feed,Death,Mercy,Red,Hanzo,KELLEX,6,541,Defence,Attack
256020,Kill Feed,Res,Zenyatta,Red,Mercy,RIPA,6,541,Defence,Attack
256020,Kill Feed,Res,Mercy,Red,Zenyatta,KELLEX,6,541,Defence,Attack
258720,Status Bar,Ult Used,Hanzo,Red,,DANNEDD,7,541,Defence,Attack
258720,Status Bar,Ult Used,Tracer,Blue,,SAUNA,7,541,Defence,Attack
258780,Kill Feed,Kill,Tracer,Red,Zenyatta,,7,541,Defence,Attack
258780,Kill Feed,Death,Zenyatta,Red,Tracer,RIPA,7,541,Defence,Attack
259140,Kill Feed,Res,Zenyatta,Red,Mercy,RIPA,7,541,Defence,Attack
259140,Kill Feed,Res,Mercy,Red,Zenyatta,KELLEX,7,541,Defence,Attack
259200,Kill Feed,Assist,Zenyatta,Red,Roadhog,RIPA,7,541,Defence,Attack
259200,Kill Feed,Assist,Mercy,Red,Roadhog,KELLEX,7,541,Defence,Attack
259200,Kill Feed,Death,Roadhog,Red,Widowmaker,HADI,7,541,Defence,Attack
259200,Kill Feed,Kill,Widowmaker,Red,Roadhog,SPARKR,7,541,Defence,Attack
259440,Kill Feed,Kill,Roadhog,Red,Hanzo,,7,541,Defence,Attack
259440,Kill Feed,Death,Hanzo,Red,Roadhog,,7,541,Defence,Attack
260040,Kill Feed,Res,Mercy,Red,Widowmaker,,7,541,Defence,Attack
260040,Kill Feed,Res,Widowmaker,Red,Mercy,,7,541,Defence,Attack
260520,Kill Feed,Kill,Roadhog,Red,Widowmaker,HADI,7,541,Defence,Attack
260520,Kill Feed,Death,Widowmaker,Red,Roadhog,SPARKR,7,541,Defence,Attack
260820,Kill Feed,Assist,Mercy,Red,Sigma,KELLEX,7,541,Defence,Attack
260820,Kill Feed,Kill,Hanzo,Red,Sigma,DANNEDD,7,541,Defence,Attack
260820,Kill Feed,Assist,Sigma,Red,Sigma,MOLFIG,7,541,Defence,Attack
260820,Kill Feed,Assist,Zenyatta,Red,Sigma,RIPA,7,541,Defence,Attack
260820,Kill Feed,Death,Sigma,Red,Hanzo,MOLFIG,7,541,Defence,Attack
260820,Status Bar,Ult Ready,Mercy,Blue,,KARRA,7,541,Defence,Attack
260880,Kill Feed,Kill,Zenyatta,Red,Mercy,RIPA,7,541,Defence,Attack
260880,Kill Feed,Death,Mercy,Red,Zenyatta,KELLEX,7,541,Defence,Attack
261180,Status Bar,Ult Used,Mercy,Blue,,KARRA,7,541,Defence,Attack
261180,Kill Feed,Death,Tracer,Red,Hanzo,,7,541,Defence,Attack
261180,Kill Feed,Kill,Hanzo,Red,Tracer,DANNEDD,7,541,Defence,Attack
261180,Kill Feed,Assist,Zenyatta,Red,Tracer,RIPA,7,541,Defence,Attack
261300,Kill Feed,Death,Hanzo,Red,Zenyatta,DANNEDD,7,541,Defence,Attack
261300,Kill Feed,Kill,Zenyatta,Red,Hanzo,RIPA,7,541,Defence,Attack
261540,Kill Feed,Kill,Sigma,Red,Zenyatta,MOLFIG,7,541,Defence,Attack
261540,Kill Feed,Assist,Zenyatta,Red,Zenyatta,RIPA,7,541,Defence,Attack
261540,Kill Feed,Death,Zenyatta,Red,Sigma,RIPA,7,541,Defence,Attack
261840,Kill Feed,Death,Mercy,Red,Widowmaker,KELLEX,7,541,Defence,Attack
261840,Kill Feed,Kill,Widowmaker,Red,Mercy,SPARKR,7,541,Defence,Attack
261900,Status Bar,Ult Ready,Widowmaker,Red,,SPARKR,7,541,Defence,Attack
261960,Kill Feed,Kill,Sigma,Red,Widowmaker,MOLFIG,7,541,Defence,Attack
261960,Kill Feed,Death,Widowmaker,Red,Sigma,SPARKR,7,541,Defence,Attack
262440,Status Bar,Ult Used,Widowmaker,Red,,SPARKR,7,541,Defence,Attack
262800,Status Bar,Swap,Hanzo,Blue,,SYCAMORE,7,541,Defence,Attack
262860,Status Bar,Ult Ready,Hanzo,Red,,DANNEDD,7,541,Defence,Attack
263040,Status Bar,Ult Used,Hanzo,Red,,DANNEDD,7,541,Defence,Attack
263520,Kill Feed,Res,Mercy,Red,Roadhog,KELLEX,7,541,Defence,Attack
263520,Kill Feed,Res,Roadhog,Red,Mercy,HADI,7,541,Defence,Attack
263760,Kill Feed,Death,Zenyatta,Red,Hanzo,RIPA,7,541,Defence,Attack
263760,Kill Feed,Kill,Hanzo,Red,Zenyatta,DANNEDD,7,541,Defence,Attack
263760,Kill Feed,Assist,Zenyatta,Red,Zenyatta,RIPA,7,541,Defence,Attack
263760,Status Bar,Ult Used,Roadhog,Red,,HADI,7,541,Defence,Attack
263940,Kill Feed,Kill,Tracer,Red,Widowmaker,,7,541,Defence,Attack
263940,Kill Feed,Death,Widowmaker,Red,Tracer,SPARKR,7,541,Defence,Attack
264420,Kill Feed,Assist,Roadhog,Red,Hanzo,HADI,7,541,Defence,Attack
264420,Kill Feed,Kill,Tracer,Red,Hanzo,,7,541,Defence,Attack
264420,Kill Feed,Death,Hanzo,Red,Tracer,DANNEDD,7,541,Defence,Attack
264420,Kill Feed,Assist,Mercy,Red,Hanzo,KELLEX,7,541,Defence,Attack
265200,Status Bar,Swap,Tracer,Red,,SPARKR,7,541,Defence,Attack
265200,Status Bar,Swap,Torbjorn,Blue,,SYCAMORE,7,541,Defence,Attack
265200,Status Bar,Ult Ready,Tracer,Blue,,SAUNA,7,541,Defence,Attack
266520,Status Bar,Ult Used,Tracer,Blue,,SAUNA,8,541,Defence,Attack
267240,Status Bar,Ult Ready,Mercy,Blue,,KARRA,8,541,Defence,Attack
267420,Status Bar,Ult Ready,Sigma,Blue,,XVESTOLA,0,541,Defence,Attack
267420,Status Bar,Ult Used,Mercy,Blue,,KARRA,9,541,Defence,Attack
267480,Status Bar,Ult Ready,Zenyatta,Red,,RIPA,9,541,Defence,Attack
267600,Kill Feed,Res,Zenyatta,Red,Mercy,RIPA,9,541,Defence,Attack
267600,Kill Feed,Res,Mercy,Red,Zenyatta,KELLEX,9,541,Defence,Attack
268260,Kill Feed,Death,Torbjorn,Red,Roadhog,,9,541,Defence,Attack
268260,Kill Feed,Kill,Roadhog,Red,Torbjorn,HADI,9,541,Defence,Attack
268260,Kill Feed,Assist,Zenyatta,Red,Torbjorn,RIPA,9,541,Defence,Attack
268320,Status Bar,Ult Used,Zenyatta,Red,,RIPA,9,541,Defence,Attack
268320,Status Bar,Ult Used,Sigma,Blue,,XVESTOLA,9,541,Defence,Attack
268380,Kill Feed,Kill,Hanzo,Red,Tracer,DANNEDD,9,541,Defence,Attack
268380,Kill Feed,Death,Tracer,Red,Hanzo,SPARKR,9,541,Defence,Attack
268380,Kill Feed,Assist,Zenyatta,Red,Tracer,RIPA,9,541,Defence,Attack
268680,Kill Feed,Assist,Zenyatta,Red,Mercy,RIPA,9,541,Defence,Attack
268680,Kill Feed,Death,Mercy,Red,Sigma,KELLEX,9,541,Defence,Attack
268680,Kill Feed,Kill,Sigma,Red,Mercy,MOLFIG,9,541,Defence,Attack
268740,Kill Feed,Kill,Hanzo,Red,Zenyatta,DANNEDD,9,541,Defence,Attack
268740,Kill Feed,Death,Zenyatta,Red,Hanzo,RIPA,9,541,Defence,Attack
268740,Kill Feed,Assist,Zenyatta,Red,Zenyatta,RIPA,9,541,Defence,Attack
268740,Status Bar,Swap,Hammond,Blue,,WHITENOISE,9,541,Defence,Attack
268740,Status Bar,Ult Ready,Tracer,Red,,SPARKR,9,541,Defence,Attack
269040,Kill Feed,Kill,Tracer,Red,Hammond,SPARKR,9,541,Defence,Attack
269040,Kill Feed,Death,Hammond,Red,Tracer,,9,541,Defence,Attack
269040,Kill Feed,Assist,Zenyatta,Red,Hammond,RIPA,9,541,Defence,Attack
275760,Status Bar,Swap,Roadhog,Blue,,WHITENOISE,0,541,Attack,Defence
275760,Status Bar,Swap,Sigma,Blue,,XVESTOLA,0,541,Attack,Defence
275760,Status Bar,Swap,Sombra,Blue,,SYCAMORE,0,541,Attack,Defence
275760,Status Bar,Swap,Pharah,Blue,,SAUNIA,0,541,Attack,Defence
275760,Status Bar,Swap,Zenyatta,Blue,,SLAY,0,541,Attack,Defence
275760,Status Bar,Swap,Mercy,Blue,,KARRA,0,541,Attack,Defence
275760,Status Bar,Swap,Reinhardt,Red,,HADI,0,541,Attack,Defence
275760,Status Bar,Swap,D.Va,Red,,MOLFIG,0,541,Attack,Defence
275760,Status Bar,Swap,McCree,Red,,SPARKR,0,541,Attack,Defence
275760,Status Bar,Swap,Mei,Red,,DANNEDD,0,541,Attack,Defence
275760,Status Bar,Swap,Moira,Red,,RIPA,0,541,Attack,Defence
275760,Status Bar,Swap,Lucio,Red,,KELLEX,0,541,Attack,Defence
276900,Kill Feed,Death,Mei,Red,Sombra,DANNEDD,1,541,Attack,Defence
276900,Kill Feed,Assist,Mercy,Blue,Mei,KARRA,1,541,Attack,Defence
276900,Kill Feed,Kill,Sombra,Blue,Mei,SYCAMORE,1,541,Attack,Defence
277980,Kill Feed,Kill,Sombra,Blue,McCree,SYCAMORE,2,541,Attack,Defence
277980,Kill Feed,Death,McCree,Red,Sombra,SPARKR,2,541,Attack,Defence
278880,Kill Feed,Assist,Mercy,Blue,Mei,KARRA,3,541,Attack,Defence
278880,Status Bar,Swap,Tracer,Red,,SPARKR,3,541,Attack,Defence
278880,Status Bar,Ult Ready,Moira,Red,,RIPA,3,541,Attack,Defence
278880,Kill Feed,Death,D.Va,Red,Pharah,MOLFIG,3,541,Attack,Defence
278880,Kill Feed,Death,Mei,Red,Sombra,DANNEDD,3,541,Attack,Defence
278880,Kill Feed,Kill,Sombra,Blue,Mei,SYCAMORE,3,541,Attack,Defence
278880,Kill Feed,Kill,Pharah,Blue,D.Va,SAUNIA,3,541,Attack,Defence
279060,Kill Feed,Death,Moira,Red,Pharah,RIPA,3,541,Attack,Defence
279060,Kill Feed,Assist,Mercy,Blue,Moira,KARRA,3,541,Attack,Defence
279060,Kill Feed,Kill,Pharah,Blue,Moira,SAUNIA,3,541,Attack,Defence
279060,Kill Feed,Assist,Roadhog,Blue,Moira,WHITENOISE,3,541,Attack,Defence
279120,Kill Feed,Death,Lucio,Red,Pharah,KELLEX,3,541,Attack,Defence
279120,Kill Feed,Kill,Pharah,Blue,Lucio,SAUNIA,3,541,Attack,Defence
279420,Kill Feed,Kill,Pharah,Red,Lucio,,3,541,Attack,Defence
280440,Status Bar,Ult Ready,Pharah,Blue,,SAUNIA,0,541,Attack,Defence
280500,Status Bar,Ult Ready,Sombra,Blue,,SYCAMORE,0,541,Attack,Defence
280740,Status Bar,Ult Ready,Sigma,Blue,,XVESTOLA,0,541,Attack,Defence
280860,Kill Feed,Assist,Sombra,Blue,Moira,SYCAMORE,4,541,Attack,Defence
280860,Kill Feed,Death,Moira,Red,Pharah,RIPA,4,541,Attack,Defence
280860,Kill Feed,Kill,Pharah,Blue,Moira,SAUNIA,4,541,Attack,Defence
280860,Kill Feed,Assist,Mercy,Blue,Moira,KARRA,4,541,Attack,Defence
280920,Kill Feed,Death,Tracer,Red,Roadhog,SPARKR,4,541,Attack,Defence
280920,Kill Feed,Kill,Roadhog,Blue,Tracer,WHITENOISE,4,541,Attack,Defence
280980,Kill Feed,Kill,Pharah,Blue,Reinhardt,SAUNIA,4,541,Attack,Defence
280980,Kill Feed,Death,Reinhardt,Red,Pharah,HADI,4,541,Attack,Defence
280980,Kill Feed,Assist,Sombra,Blue,Reinhardt,SYCAMORE,4,541,Attack,Defence
280980,Kill Feed,Assist,Mercy,Blue,Reinhardt,KARRA,4,541,Attack,Defence
281220,Status Bar,Ult Used,Moira,Red,,RIPA,4,541,Attack,Defence
281220,Status Bar,Ult Used,Pharah,Blue,,SAUNIA,4,541,Attack,Defence
281220,Status Bar,Ult Used,Sombra,Blue,,SYCAMORE,4,541,Attack,Defence
281220,Status Bar,Ult Ready,Mercy,Blue,,KARRA,4,541,Attack,Defence
281220,Status Bar,Ult Used,Sigma,Blue,,XVESTOLA,4,541,Attack,Defence
281280,Kill Feed,Death,D.Va,Red,Sigma,MOLFIG,4,541,Attack,Defence
281280,Kill Feed,Kill,Sigma,Blue,D.Va,XVESTOLA,4,541,Attack,Defence
281520,Kill Feed,Kill,Pharah,Blue,Mei,SAUNIA,4,541,Attack,Defence
281520,Kill Feed,Death,Mei,Red,Pharah,DANNEDD,4,541,Attack,Defence
281520,Kill Feed,Assist,Zenyatta,Blue,Mei,SLAY,4,541,Attack,Defence
281760,Kill Feed,Assist,Zenyatta,Red,Mei,,4,541,Attack,Defence
281760,Kill Feed,Kill,Pharah,Red,Mei,,4,541,Attack,Defence
282900,Status Bar,Ult Used,Mercy,Blue,,KARRA,5,541,Attack,Defence
283140,Status Bar,Ult Ready,Zenyatta,Blue,,SLAY,5,541,Attack,Defence
283140,Status Bar,Ult Ready,Roadhog,Blue,,WHITENOISE,5,541,Attack,Defence
283560,Status Bar,Ult Ready,Mei,Red,,DANNEDD,5,541,Attack,Defence
283560,Status Bar,Ult Used,Roadhog,Blue,,WHITENOISE,5,541,Attack,Defence
283680,Status Bar,Ult Used,Mei,Red,,DANNEDD,5,541,Attack,Defence
283680,Status Bar,Ult Ready,D.Va,Red,,MOLFIG,5,541,Attack,Defence
284100,Kill Feed,Kill,D.Va,Red,Roadhog,MOLFIG,5,541,Attack,Defence
284100,Kill Feed,Assist,Mei,Red,Roadhog,DANNEDD,5,541,Attack,Defence
284100,Kill Feed,Death,Roadhog,Blue,D.Va,WHITENOISE,5,541,Attack,Defence
284220,Kill Feed,Death,Roadhog,Red,D.Va,,5,541,Attack,Defence
284340,Status Bar,Ult Used,Zenyatta,Blue,,SLAY,5,541,Attack,Defence
284340,Status Bar,Ult Used,D.Va,Red,,MOLFIG,5,541,Attack,Defence
284340,Status Bar,Ult Ready,Pharah,Blue,,SAUNIA,5,541,Attack,Defence
284460,Status Bar,Ult Ready,Moira,Red,,RIPA,5,541,Attack,Defence
284760,Kill Feed,Death,Sigma,Blue,D.Va,XVESTOLA,5,541,Attack,Defence
284760,Kill Feed,Kill,D.Va,Red,Sigma,MOLFIG,5,541,Attack,Defence
284820,Kill Feed,Kill,Mei,Red,Pharah,DANNEDD,5,541,Attack,Defence
284820,Kill Feed,Death,Pharah,Blue,Mei,SAUNIA,5,541,Attack,Defence
284940,Status Bar,Ult Ready,Reinhardt,Red,,HADI,5,541,Attack,Defence
284940,Status Bar,Ult Used,Moira,Red,,RIPA,5,541,Attack,Defence
284940,Kill Feed,Death,Sigma,Red,D.Va,,5,541,Attack,Defence
285000,Kill Feed,Kill,Lucio,Red,Sombra,KELLEX,5,541,Attack,Defence
285000,Kill Feed,Death,Sombra,Blue,Lucio,SYCAMORE,5,541,Attack,Defence
287220,Kill Feed,Kill,Sombra,Red,Mei,,6,541,Attack,Defence
287220,Kill Feed,Assist,Mercy,Red,Mei,,6,541,Attack,Defence
287220,Kill Feed,Assist,Zenyatta,Red,Mei,,6,541,Attack,Defence
287220,Kill Feed,Death,Mei,Red,Sombra,DANNEDD,6,541,Attack,Defence
287280,Status Bar,Ult Ready,Tracer,Red,,SPARKR,6,541,Attack,Defence
287340,Kill Feed,Assist,Mercy,Blue,Mei,KARRA,6,541,Attack,Defence
287340,Kill Feed,Kill,Sombra,Blue,Mei,SYCAMORE,6,541,Attack,Defence
287340,Kill Feed,Assist,Zenyatta,Blue,Mei,SLAY,6,541,Attack,Defence
287580,Status Bar,Ult Used,Reinhardt,Red,,HADI,6,541,Attack,Defence
287760,Kill Feed,Kill,D.Va,Red,Pharah,MOLFIG,6,541,Attack,Defence
287760,Status Bar,Ult Ready,Sigma,Blue,,XVESTOLA,6,541,Attack,Defence
287760,Kill Feed,Death,Pharah,Blue,D.Va,SAUNIA,6,541,Attack,Defence
287880,Status Bar,Ult Ready,Sombra,Blue,,SYCAMORE,6,541,Attack,Defence
288060,Kill Feed,Assist,Zenyatta,Blue,Reinhardt,SLAY,6,541,Attack,Defence
288060,Kill Feed,Death,Sombra,Blue,D.Va,SYCAMORE,6,541,Attack,Defence
288060,Kill Feed,Death,Reinhardt,Red,Roadhog,HADI,6,541,Attack,Defence
288060,Kill Feed,Assist,Sigma,Blue,Reinhardt,XVESTOLA,6,541,Attack,Defence
288060,Kill Feed,Kill,D.Va,Red,Sombra,MOLFIG,6,541,Attack,Defence
288060,Kill Feed,Kill,Roadhog,Blue,Reinhardt,WHITENOISE,6,541,Attack,Defence
